time,mv
00:56.788840,-0.014
00:56.792750,-0.014
00:56.796660,-0.014
00:56.800570,-0.015
00:56.804480,-0.016
00:56.808390,-0.015
00:56.812300,-0.015
00:56.816210,-0.015
00:56.820120,-0.015
00:56.824030,-0.015
00:56.827940,-0.015
00:56.831850,-0.015
00:56.835760,-0.016
00:56.839670,-0.015
00:56.843580,-0.015
00:56.847490,-0.016
00:56.851400,-0.017
00:56.855310,-0.016
00:56.859220,-0.015
00:56.863130,-0.015
00:56.867040,-0.016
00:56.870950,-0.016
00:56.874860,-0.015
00:56.878770,-0.015
00:56.882680,-0.015
00:56.886590,-0.016
00:56.890500,-0.017
00:56.894410,-0.016
00:56.898320,-0.015
00:56.902230,-0.014
00:56.906140,-0.014
00:56.910050,-0.015
00:56.913960,-0.016
00:56.917870,-0.016
00:56.921780,-0.015
00:56.925690,-0.014
00:56.929600,-0.014
00:56.933510,-0.014
00:56.937420,-0.015
00:56.941330,-0.015
00:56.945240,-0.015
00:56.949150,-0.015
00:56.953060,-0.016
00:56.956970,-0.016
00:56.960880,-0.015
00:56.964790,-0.015
00:56.968700,-0.015
00:56.972610,-0.015
00:56.976520,-0.015
00:56.980430,-0.015
00:56.984340,-0.016
00:56.988250,-0.016
00:56.992160,-0.015
00:56.996070,-0.016
00:56.999980,-0.016
00:57.003890,-0.015
00:57.007800,-0.014
00:57.011710,-0.014
00:57.015620,-0.014
00:57.019530,-0.015
00:57.023440,-0.015
00:57.027350,-0.014
00:57.031260,-0.014
00:57.035170,-0.016
00:57.039080,-0.016
00:57.042990,-0.015
00:57.046900,-0.014
00:57.050810,-0.015
00:57.054720,-0.016
00:57.058630,-0.016
00:57.062540,-0.016
00:57.066450,-0.016
00:57.070360,-0.016
00:57.074270,-0.015
00:57.078180,-0.014
00:57.082090,-0.014
00:57.086000,-0.014
00:57.089910,-0.015
00:57.093820,-0.016
00:57.097730,-0.014
00:57.101640,-0.012
00:57.105550,-0.013000000000000001
00:57.109460,-0.014
00:57.113370,-0.016
00:57.117280,-0.015
00:57.121190,-0.013000000000000001
00:57.125100,-0.012
00:57.129010,-0.012
00:57.132920,-0.013000000000000001
00:57.136830,-0.013000000000000001
00:57.140740,-0.013000000000000001
00:57.144650,-0.014
00:57.148560,-0.013000000000000001
00:57.152470,-0.013000000000000001
00:57.156380,-0.014
00:57.160290,-0.015
00:57.164200,-0.014
00:57.168110,-0.014
00:57.172020,-0.014
00:57.175930,-0.013000000000000001
00:57.179840,-0.013000000000000001
00:57.183750,-0.013000000000000001
00:57.187660,-0.013000000000000001
00:57.191570,-0.013000000000000001
00:57.195480,-0.012
00:57.199390,-0.012
00:57.203300,-0.013000000000000001
00:57.207210,-0.014
00:57.211120,-0.014
00:57.215030,-0.013000000000000001
00:57.218940,-0.013000000000000001
00:57.222850,-0.013000000000000001
00:57.226760,-0.014
00:57.230670,-0.013000000000000001
00:57.234580,-0.013000000000000001
00:57.238490,-0.013000000000000001
00:57.242400,-0.014
00:57.246310,-0.013000000000000001
00:57.250220,-0.014
00:57.254130,-0.014
00:57.258040,-0.013000000000000001
00:57.261950,-0.012
00:57.265860,-0.013000000000000001
00:57.269770,-0.012
00:57.273680,-0.012
00:57.277590,-0.013000000000000001
00:57.281500,-0.013000000000000001
00:57.285410,-0.013000000000000001
00:57.289320,-0.012
00:57.293230,-0.013000000000000001
00:57.297140,-0.014
00:57.301050,-0.013000000000000001
00:57.304960,-0.013000000000000001
00:57.308870,-0.012
00:57.312780,-0.011
00:57.316690,-0.012
00:57.320600,-0.012
00:57.324510,-0.013000000000000001
00:57.328420,-0.013000000000000001
00:57.332330,-0.012
00:57.336240,-0.013000000000000001
00:57.340150,-0.013000000000000001
00:57.344060,-0.011
00:57.347970,-0.011
00:57.351880,-0.012
00:57.355790,-0.012
00:57.359700,-0.01
00:57.363610,-0.01
00:57.367520,-0.011
00:57.371430,-0.011
00:57.375340,-0.011
00:57.379250,-0.01
00:57.383160,-0.011
00:57.387070,-0.011
00:57.390980,-0.011
00:57.394890,-0.01
00:57.398800,-0.01
00:57.402710,-0.01
00:57.406620,-0.009000000000000001
00:57.410530,-0.009000000000000001
00:57.414440,-0.01
00:57.418350,-0.011
00:57.422260,-0.01
00:57.426170,-0.01
00:57.430080,-0.011
00:57.433990,-0.011
00:57.437900,-0.01
00:57.441810,-0.01
00:57.445720,-0.009000000000000001
00:57.449630,-0.009000000000000001
00:57.453540,-0.009000000000000001
00:57.457450,-0.007
00:57.461360,-0.003
00:57.465270,0.0
00:57.469180,-0.002
00:57.473090,-0.003
00:57.477000,-0.002
00:57.480910,0.0
00:57.484820,0.001
00:57.488730,0.002
00:57.492640,0.003
00:57.496550,0.004
00:57.500460,0.005
00:57.504370,0.005
00:57.508280,0.005
00:57.512190,0.002
00:57.516100,0.0
00:57.520010,-0.003
00:57.523920,-0.005
00:57.527830,-0.006
00:57.531740,-0.007
00:57.535650,-0.008
00:57.539560,-0.01
00:57.543470,-0.012
00:57.547380,-0.013000000000000001
00:57.551290,-0.013000000000000001
00:57.555200,-0.012
00:57.559110,-0.011
00:57.563020,-0.013000000000000001
00:57.566930,-0.013000000000000001
00:57.570840,-0.013000000000000001
00:57.574750,-0.012
00:57.578660,-0.012
00:57.582570,-0.012
00:57.586480,-0.012
00:57.590390,-0.012
00:57.594300,-0.013000000000000001
00:57.598210,-0.013000000000000001
00:57.602120,-0.011
00:57.606030,-0.011
00:57.609940,-0.009000000000000001
00:57.613850,-0.004
00:57.617760,0.004
00:57.621670,0.018000000000000002
00:57.625580,0.043000000000000003
00:57.629490,0.078
00:57.633400,0.11900000000000001
00:57.637310,0.148
00:57.641220,0.152
00:57.645130,0.126
00:57.649040,0.074
00:57.652950,0.012
00:57.656860,-0.043000000000000003
00:57.660770,-0.065
00:57.664680,-0.065
00:57.668590,-0.057
00:57.672500,-0.045
00:57.676410,-0.035
00:57.680320,-0.028
00:57.684230,-0.025
00:57.688140,-0.022
00:57.692050,-0.019
00:57.695960,-0.016
00:57.699870,-0.013000000000000001
00:57.703780,-0.01
00:57.707690,-0.009000000000000001
00:57.711600,-0.009000000000000001
00:57.715510,-0.008
00:57.719420,-0.009000000000000001
00:57.723330,-0.007
00:57.727240,-0.006
00:57.731150,-0.006
00:57.735060,-0.005
00:57.738970,-0.005
00:57.742880,-0.005
00:57.746790,-0.004
00:57.750700,-0.004
00:57.754610,-0.003
00:57.758520,-0.003
00:57.762430,-0.002
00:57.766340,-0.002
00:57.770250,-0.001
00:57.774160,0.0
00:57.778070,0.001
00:57.781980,0.003
00:57.785890,0.003
00:57.789800,0.004
00:57.793710,0.006
00:57.797620,0.007
00:57.801530,0.007
00:57.805440,0.011
00:57.809350,0.012
00:57.813260,0.014
00:57.817170,0.016
00:57.821080,0.018000000000000002
00:57.824990,0.02
00:57.828900,0.023
00:57.832810,0.025
00:57.836720,0.026000000000000002
00:57.840630,0.027
00:57.844540,0.029
00:57.848450,0.031
00:57.852360,0.034
00:57.856270,0.036000000000000004
00:57.860180,0.037
00:57.864090,0.036000000000000004
00:57.868000,0.037
00:57.871910,0.038
00:57.875820,0.039
00:57.879730,0.04
00:57.883640,0.041
00:57.887550,0.041
00:57.891460,0.041
00:57.895370,0.041
00:57.899280,0.041
00:57.903190,0.04
00:57.907100,0.04
00:57.911010,0.04
00:57.914920,0.04
00:57.918830,0.039
00:57.922740,0.038
00:57.926650,0.037
00:57.930560,0.036000000000000004
00:57.934470,0.033
00:57.938380,0.03
00:57.942290,0.028
00:57.946200,0.027
00:57.950110,0.025
00:57.954020,0.023
00:57.957930,0.02
00:57.961840,0.018000000000000002
00:57.965750,0.016
00:57.969660,0.015
00:57.973570,0.012
00:57.977480,0.01
00:57.981390,0.008
00:57.985300,0.007
00:57.989210,0.006
00:57.993120,0.006
00:57.997030,0.004
00:58.000940,0.003
00:58.004850,0.003
00:58.008760,0.002
00:58.012670,0.0
00:58.016580,0.0
00:58.020490,0.0
00:58.024400,0.0
00:58.028310,0.0
00:58.032220,-0.001
00:58.036130,0.0
00:58.040040,-0.001
00:58.043950,-0.001
00:58.047860,-0.001
00:58.051770,0.0
00:58.055680,0.0
00:58.059590,0.0
00:58.063500,-0.001
00:58.067410,0.0
00:58.071320,0.0
00:58.075230,0.001
00:58.079140,0.002
00:58.083050,0.002
00:58.086960,0.002
00:58.090870,0.001
00:58.094780,0.001
00:58.098690,0.002
00:58.102600,0.003
00:58.106510,0.002
00:58.110420,0.002
00:58.114330,0.002
00:58.118240,0.002
00:58.122150,0.001
00:58.126060,0.0
00:58.129970,0.0
00:58.133880,0.0
00:58.137790,0.0
00:58.141700,0.0
00:58.145610,-0.001
00:58.149520,-0.001
00:58.153430,-0.001
00:58.157340,0.0
00:58.161250,-0.002
00:58.165160,-0.003
00:58.169070,-0.003
00:58.172980,-0.002
00:58.176890,-0.003
00:58.180800,-0.003
00:58.184710,-0.003
00:58.188620,-0.004
00:58.192530,-0.004
00:58.196440,-0.005
00:58.200350,-0.006
00:58.204260,-0.006
00:58.208170,-0.006
00:58.212080,-0.007
00:58.215990,-0.007
00:58.219900,-0.007
00:58.223810,-0.009000000000000001
00:58.227720,-0.009000000000000001
00:58.231630,-0.008
00:58.235540,-0.008
00:58.239450,-0.008
00:58.243360,-0.008
00:58.247270,-0.008
00:58.251180,-0.009000000000000001
00:58.255090,-0.009000000000000001
00:58.259000,-0.01
00:58.262910,-0.011
00:58.266820,-0.012
00:58.270730,-0.012
00:58.274640,-0.011
00:58.278550,-0.011
00:58.282460,-0.011
00:58.286370,-0.011
00:58.290280,-0.012
00:58.294190,-0.011
00:58.298100,-0.01
00:58.302010,-0.01
00:58.305920,-0.01
00:58.309830,-0.011
00:58.313740,-0.011
00:58.317650,-0.011
00:58.321560,-0.011
00:58.325470,-0.011
00:58.329380,-0.011
00:58.333290,-0.011
00:58.337200,-0.011
00:58.341110,-0.012
00:58.345020,-0.011
00:58.348930,-0.012
00:58.352840,-0.011
00:58.356750,-0.011
00:58.360660,-0.011
00:58.364570,-0.011
00:58.368480,-0.012
00:58.372390,-0.012
00:58.376300,-0.011
00:58.380210,-0.011
00:58.384120,-0.013000000000000001
00:58.388030,-0.012
00:58.391940,-0.012
00:58.395850,-0.012
00:58.399760,-0.012
00:58.403670,-0.013000000000000001
00:58.407580,-0.012
00:58.411490,-0.013000000000000001
00:58.415400,-0.012
00:58.419310,-0.012
00:58.423220,-0.012
00:58.427130,-0.012
00:58.431040,-0.012
00:58.434950,-0.012
00:58.438860,-0.012
00:58.442770,-0.012
00:58.446680,-0.011
00:58.450590,-0.012
00:58.454500,-0.014
00:58.458410,-0.013000000000000001
00:58.462320,-0.013000000000000001
00:58.466230,-0.013000000000000001
00:58.470140,-0.012
00:58.474050,-0.012
00:58.477960,-0.012
00:58.481870,-0.011
00:58.485780,-0.011
00:58.489690,-0.012
00:58.493600,-0.012
00:58.497510,-0.012
00:58.501420,-0.01
00:58.505330,-0.008
00:58.509240,-0.006
00:58.513150,-0.005
00:58.517060,-0.005
00:58.520970,-0.004
00:58.524880,-0.003
00:58.528790,-0.002
00:58.532700,-0.001
00:58.536610,0.001
00:58.540520,0.002
00:58.544430,0.003
00:58.548340,0.003
00:58.552250,0.001
00:58.556160,0.001
00:58.560070,0.001
00:58.563980,0.0
00:58.567890,0.0
00:58.571800,-0.002
00:58.575710,-0.003
00:58.579620,-0.005
00:58.583530,-0.006
00:58.587440,-0.008
00:58.591350,-0.008
00:58.595260,-0.009000000000000001
00:58.599170,-0.011
00:58.603080,-0.013000000000000001
00:58.606990,-0.014
00:58.610900,-0.015
00:58.614810,-0.017
00:58.618720,-0.016
00:58.622630,-0.017
00:58.626540,-0.016
00:58.630450,-0.015
00:58.634360,-0.015
00:58.638270,-0.015
00:58.642180,-0.016
00:58.646090,-0.016
00:58.650000,-0.015
00:58.653910,-0.016
00:58.657820,-0.016
00:58.661730,-0.015
00:58.665640,-0.015
00:58.669550,-0.013000000000000001
00:58.673460,-0.009000000000000001
00:58.677370,-0.003
00:58.681280,0.01
00:58.685190,0.031
00:58.689100,0.061
00:58.693010,0.10300000000000001
00:58.696920,0.145
00:58.700830,0.17300000000000001
00:58.704740,0.171
00:58.708650,0.131
00:58.712560,0.069
00:58.716470,0.0
00:58.720380,-0.052000000000000005
00:58.724290,-0.069
00:58.728200,-0.064
00:58.732110,-0.05
00:58.736020,-0.039
00:58.739930,-0.033
00:58.743840,-0.028
00:58.747750,-0.026000000000000002
00:58.751660,-0.024
00:58.755570,-0.021
00:58.759480,-0.016
00:58.763390,-0.014
00:58.767300,-0.012
00:58.771210,-0.012
00:58.775120,-0.012
00:58.779030,-0.011
00:58.782940,-0.011
00:58.786850,-0.01
00:58.790760,-0.008
00:58.794670,-0.008
00:58.798580,-0.008
00:58.802490,-0.006
00:58.806400,-0.006
00:58.810310,-0.006
00:58.814220,-0.005
00:58.818130,-0.004
00:58.822040,-0.004
00:58.825950,-0.003
00:58.829860,-0.001
00:58.833770,-0.001
00:58.837680,0.0
00:58.841590,0.001
00:58.845500,0.001
00:58.849410,0.002
00:58.853320,0.005
00:58.857230,0.007
00:58.861140,0.008
00:58.865050,0.009000000000000001
00:58.868960,0.011
00:58.872870,0.012
00:58.876780,0.014
00:58.880690,0.017
00:58.884600,0.019
00:58.888510,0.021
00:58.892420,0.024
00:58.896330,0.027
00:58.900240,0.03
00:58.904150,0.032
00:58.908060,0.034
00:58.911970,0.036000000000000004
00:58.915880,0.038
00:58.919790,0.039
00:58.923700,0.041
00:58.927610,0.041
00:58.931520,0.042
00:58.935430,0.044
00:58.939340,0.043000000000000003
00:58.943250,0.042
00:58.947160,0.041
00:58.951070,0.041
00:58.954980,0.042
00:58.958890,0.042
00:58.962800,0.042
00:58.966710,0.042
00:58.970620,0.04
00:58.974530,0.039
00:58.978440,0.037
00:58.982350,0.035
00:58.986260,0.034
00:58.990170,0.031
00:58.994080,0.028
00:58.997990,0.025
00:59.001900,0.022
00:59.005810,0.018000000000000002
00:59.009720,0.017
00:59.013630,0.015
00:59.017540,0.012
00:59.021450,0.008
00:59.025360,0.006
00:59.029270,0.004
00:59.033180,0.002
00:59.037090,0.001
00:59.041000,-0.001
00:59.044910,-0.003
00:59.048820,-0.004
00:59.052730,-0.004
00:59.056640,-0.005
00:59.060550,-0.006
00:59.064460,-0.006
00:59.068370,-0.006
00:59.072280,-0.006
00:59.076190,-0.006
00:59.080100,-0.007
00:59.084010,-0.007
00:59.087920,-0.007
00:59.091830,-0.007
00:59.095740,-0.007
00:59.099650,-0.008
00:59.103560,-0.007
00:59.107470,-0.008
00:59.111380,-0.008
00:59.115290,-0.008
00:59.119200,-0.008
00:59.123110,-0.007
00:59.127020,-0.006
00:59.130930,-0.005
00:59.134840,-0.005
00:59.138750,-0.005
00:59.142660,-0.005
00:59.146570,-0.005
00:59.150480,-0.006
00:59.154390,-0.006
00:59.158300,-0.006
00:59.162210,-0.004
00:59.166120,-0.005
00:59.170030,-0.005
00:59.173940,-0.005
00:59.177850,-0.005
00:59.181760,-0.005
00:59.185670,-0.004
00:59.189580,-0.004
00:59.193490,-0.006
00:59.197400,-0.005
00:59.201310,-0.006
00:59.205220,-0.006
00:59.209130,-0.006
00:59.213040,-0.007
00:59.216950,-0.007
00:59.220860,-0.007
00:59.224770,-0.008
00:59.228680,-0.007
00:59.232590,-0.008
00:59.236500,-0.009000000000000001
00:59.240410,-0.009000000000000001
00:59.244320,-0.01
00:59.248230,-0.01
00:59.252140,-0.011
00:59.256050,-0.01
00:59.259960,-0.009000000000000001
00:59.263870,-0.011
00:59.267780,-0.011
00:59.271690,-0.011
00:59.275600,-0.012
00:59.279510,-0.012
00:59.283420,-0.012
00:59.287330,-0.012
00:59.291240,-0.012
00:59.295150,-0.012
00:59.299060,-0.012
00:59.302970,-0.013000000000000001
00:59.306880,-0.013000000000000001
00:59.310790,-0.013000000000000001
00:59.314700,-0.012
00:59.318610,-0.012
00:59.322520,-0.012
00:59.326430,-0.012
00:59.330340,-0.013000000000000001
00:59.334250,-0.013000000000000001
00:59.338160,-0.013000000000000001
00:59.342070,-0.014
00:59.345980,-0.013000000000000001
00:59.349890,-0.012
00:59.353800,-0.012
00:59.357710,-0.012
00:59.361620,-0.012
00:59.365530,-0.012
00:59.369440,-0.01
00:59.373350,-0.009000000000000001
00:59.377260,-0.008
00:59.381170,-0.007
00:59.385080,-0.008
00:59.388990,-0.007
00:59.392900,-0.005
00:59.396810,-0.003
00:59.400720,-0.003
00:59.404630,-0.003
00:59.408540,-0.001
00:59.412450,0.002
00:59.416360,0.003
00:59.420270,0.002
00:59.424180,0.002
00:59.428090,0.001
00:59.432000,0.0
00:59.435910,-0.001
00:59.439820,-0.003
00:59.443730,-0.004
00:59.447640,-0.005
00:59.451550,-0.006
00:59.455460,-0.006
00:59.459370,-0.006
00:59.463280,-0.008
00:59.467190,-0.011
00:59.471100,-0.014
00:59.475010,-0.015
00:59.478920,-0.016
00:59.482830,-0.018000000000000002
00:59.486740,-0.018000000000000002
00:59.490650,-0.018000000000000002
00:59.494560,-0.018000000000000002
00:59.498470,-0.019
00:59.502380,-0.019
00:59.506290,-0.02
00:59.510200,-0.02
00:59.514110,-0.02
00:59.518020,-0.019
00:59.521930,-0.019
00:59.525840,-0.021
00:59.529750,-0.02
00:59.533660,-0.019
00:59.537570,-0.019
00:59.541480,-0.019
00:59.545390,-0.018000000000000002
00:59.549300,-0.017
00:59.553210,-0.013000000000000001
00:59.557120,-0.006
00:59.561030,0.005
00:59.564940,0.026000000000000002
00:59.568850,0.056
00:59.572760,0.098
00:59.576670,0.14400000000000002
00:59.580580,0.17500000000000002
00:59.584490,0.177
00:59.588400,0.138
00:59.592310,0.076
00:59.596220,0.004
00:59.600130,-0.055
00:59.604040,-0.077
00:59.607950,-0.074
00:59.611860,-0.063
00:59.615770,-0.05
00:59.619680,-0.04
00:59.623590,-0.034
00:59.627500,-0.03
00:59.631410,-0.027
00:59.635320,-0.023
00:59.639230,-0.019
00:59.643140,-0.016
00:59.647050,-0.015
00:59.650960,-0.014
00:59.654870,-0.013000000000000001
00:59.658780,-0.013000000000000001
00:59.662690,-0.013000000000000001
00:59.666600,-0.012
00:59.670510,-0.011
00:59.674420,-0.011
00:59.678330,-0.009000000000000001
00:59.682240,-0.008
00:59.686150,-0.009000000000000001
00:59.690060,-0.009000000000000001
00:59.693970,-0.008
00:59.697880,-0.007
00:59.701790,-0.006
00:59.705700,-0.004
00:59.709610,-0.003
00:59.713520,-0.002
00:59.717430,0.0
00:59.721340,0.0
00:59.725250,0.001
00:59.729160,0.002
00:59.733070,0.003
00:59.736980,0.006
00:59.740890,0.008
00:59.744800,0.01
00:59.748710,0.012
00:59.752620,0.013000000000000001
00:59.756530,0.015
00:59.760440,0.018000000000000002
00:59.764350,0.019
00:59.768260,0.021
00:59.772170,0.023
00:59.776080,0.026000000000000002
00:59.779990,0.029
00:59.783900,0.031
00:59.787810,0.034
00:59.791720,0.036000000000000004
00:59.795630,0.037
00:59.799540,0.039
00:59.803450,0.039
00:59.807360,0.04
00:59.811270,0.04
00:59.815180,0.041
00:59.819090,0.042
00:59.823000,0.043000000000000003
00:59.826910,0.043000000000000003
00:59.830820,0.042
00:59.834730,0.042
00:59.838640,0.042
00:59.842550,0.041
00:59.846460,0.04
00:59.850370,0.04
00:59.854280,0.04
00:59.858190,0.037
00:59.862100,0.035
00:59.866010,0.032
00:59.869920,0.03
00:59.873830,0.026000000000000002
00:59.877740,0.021
00:59.881650,0.018000000000000002
00:59.885560,0.016
00:59.889470,0.014
00:59.893380,0.01
00:59.897290,0.008
00:59.901200,0.006
00:59.905110,0.003
00:59.909020,0.0
00:59.912930,-0.001
00:59.916840,-0.003
00:59.920750,-0.004
00:59.924660,-0.007
00:59.928570,-0.008
00:59.932480,-0.008
00:59.936390,-0.009000000000000001
00:59.940300,-0.01
00:59.944210,-0.01
00:59.948120,-0.01
00:59.952030,-0.01
00:59.955940,-0.01
00:59.959850,-0.01
00:59.963760,-0.01
00:59.967670,-0.01
00:59.971580,-0.01
00:59.975490,-0.009000000000000001
00:59.979400,-0.009000000000000001
00:59.983310,-0.008
00:59.987220,-0.008
00:59.991130,-0.009000000000000001
00:59.995040,-0.009000000000000001
00:59.998950,-0.009000000000000001
01:00.002860,-0.009000000000000001
01:00.006770,-0.008
01:00.010680,-0.007
01:00.014590,-0.008
01:00.018500,-0.008
01:00.022410,-0.007
01:00.026320,-0.007
01:00.030230,-0.007
01:00.034140,-0.005
01:00.038050,-0.005
01:00.041960,-0.006
01:00.045870,-0.006
01:00.049780,-0.007
01:00.053690,-0.009000000000000001
01:00.057600,-0.008
01:00.061510,-0.007
01:00.065420,-0.007
01:00.069330,-0.007
01:00.073240,-0.006
01:00.077150,-0.007
01:00.081060,-0.008
01:00.084970,-0.008
01:00.088880,-0.009000000000000001
01:00.092790,-0.01
01:00.096700,-0.01
01:00.100610,-0.008
01:00.104520,-0.005
01:00.108430,0.004
01:00.112340,0.02
01:00.116250,0.043000000000000003
01:00.120160,0.07100000000000001
01:00.124070,0.107
01:00.127980,0.14300000000000002
01:00.131890,0.165
01:00.135800,0.17200000000000001
01:00.139710,0.171
01:00.143620,0.164
01:00.147530,0.149
01:00.151440,0.127
01:00.155350,0.1
01:00.159260,0.069
01:00.163170,0.04
01:00.167080,0.016
01:00.170990,-0.003
01:00.174900,-0.012
01:00.178810,-0.021
01:00.182720,-0.029
01:00.186630,-0.035
01:00.190540,-0.035
01:00.194450,-0.032
01:00.198360,-0.03
01:00.202270,-0.027
01:00.206180,-0.02
01:00.210090,-0.017
01:00.214000,-0.016
01:00.217910,-0.017
01:00.221820,-0.018000000000000002
01:00.225730,-0.019
01:00.229640,-0.019
01:00.233550,-0.018000000000000002
01:00.237460,-0.018000000000000002
01:00.241370,-0.017
01:00.245280,-0.017
01:00.249190,-0.018000000000000002
01:00.253100,-0.018000000000000002
01:00.257010,-0.018000000000000002
01:00.260920,-0.018000000000000002
01:00.264830,-0.018000000000000002
01:00.268740,-0.017
01:00.272650,-0.016
01:00.276560,-0.015
01:00.280470,-0.015
01:00.284380,-0.015
01:00.288290,-0.014
01:00.292200,-0.013000000000000001
01:00.296110,-0.013000000000000001
01:00.300020,-0.012
01:00.303930,-0.011
01:00.307840,-0.011
01:00.311750,-0.011
01:00.315660,-0.01
01:00.319570,-0.009000000000000001
01:00.323480,-0.008
01:00.327390,-0.007
01:00.331300,-0.005
01:00.335210,-0.006
01:00.339120,-0.006
01:00.343030,-0.005
01:00.346940,-0.005
01:00.350850,-0.004
01:00.354760,-0.004
01:00.358670,-0.003
01:00.362580,-0.001
01:00.366490,0.001
01:00.370400,0.003
01:00.374310,0.004
01:00.378220,0.005
01:00.382130,0.008
01:00.386040,0.012
01:00.389950,0.015
01:00.393860,0.017
01:00.397770,0.018000000000000002
01:00.401680,0.019
01:00.405590,0.02
01:00.409500,0.02
01:00.413410,0.02
01:00.417320,0.019
01:00.421230,0.017
01:00.425140,0.016
01:00.429050,0.015
01:00.432960,0.014
01:00.436870,0.012
01:00.440780,0.008
01:00.444690,0.005
01:00.448600,0.003
01:00.452510,0.002
01:00.456420,-0.002
01:00.460330,-0.005
01:00.464240,-0.007
01:00.468150,-0.008
01:00.472060,-0.01
01:00.475970,-0.011
