time,mv
02:49.146600,0.042
02:49.150510,0.042
02:49.154420,0.041
02:49.158330,0.041
02:49.162240,0.041
02:49.166150,0.04
02:49.170060,0.039
02:49.173970,0.038
02:49.177880,0.037
02:49.181790,0.036000000000000004
02:49.185700,0.034
02:49.189610,0.032
02:49.193520,0.029
02:49.197430,0.025
02:49.201340,0.023
02:49.205250,0.02
02:49.209160,0.017
02:49.213070,0.015
02:49.216980,0.013000000000000001
02:49.220890,0.01
02:49.224800,0.007
02:49.228710,0.005
02:49.232620,0.004
02:49.236530,0.002
02:49.240440,0.0
02:49.244350,-0.001
02:49.248260,-0.002
02:49.252170,-0.003
02:49.256080,-0.003
02:49.259990,-0.005
02:49.263900,-0.005
02:49.267810,-0.006
02:49.271720,-0.006
02:49.275630,-0.007
02:49.279540,-0.006
02:49.283450,-0.007
02:49.287360,-0.007
02:49.291270,-0.006
02:49.295180,-0.007
02:49.299090,-0.008
02:49.303000,-0.008
02:49.306910,-0.007
02:49.310820,-0.007
02:49.314730,-0.007
02:49.318640,-0.007
02:49.322550,-0.007
02:49.326460,-0.006
02:49.330370,-0.005
02:49.334280,-0.006
02:49.338190,-0.006
02:49.342100,-0.005
02:49.346010,-0.004
02:49.349920,-0.005
02:49.353830,-0.004
02:49.357740,-0.003
02:49.361650,-0.002
02:49.365560,-0.002
02:49.369470,-0.003
02:49.373380,-0.003
02:49.377290,-0.004
02:49.381200,-0.003
02:49.385110,-0.003
02:49.389020,-0.003
02:49.392930,-0.002
02:49.396840,-0.002
02:49.400750,-0.002
02:49.404660,-0.003
02:49.408570,-0.003
02:49.412480,-0.004
02:49.416390,-0.004
02:49.420300,-0.005
02:49.424210,-0.005
02:49.428120,-0.005
02:49.432030,-0.005
02:49.435940,-0.006
02:49.439850,-0.007
02:49.443760,-0.007
02:49.447670,-0.008
02:49.451580,-0.008
02:49.455490,-0.007
02:49.459400,-0.008
02:49.463310,-0.007
02:49.467220,-0.007
02:49.471130,-0.008
02:49.475040,-0.009000000000000001
02:49.478950,-0.01
02:49.482860,-0.01
02:49.486770,-0.009000000000000001
02:49.490680,-0.009000000000000001
02:49.494590,-0.01
02:49.498500,-0.01
02:49.502410,-0.01
02:49.506320,-0.01
02:49.510230,-0.011
02:49.514140,-0.011
02:49.518050,-0.011
02:49.521960,-0.01
02:49.525870,-0.01
02:49.529780,-0.01
02:49.533690,-0.009000000000000001
02:49.537600,-0.008
02:49.541510,-0.007
02:49.545420,-0.008
02:49.549330,-0.006
02:49.553240,-0.005
02:49.557150,-0.005
02:49.561060,-0.005
02:49.564970,-0.003
02:49.568880,-0.002
02:49.572790,-0.002
02:49.576700,-0.001
02:49.580610,0.002
02:49.584520,0.003
02:49.588430,0.003
02:49.592340,0.004
02:49.596250,0.004
02:49.600160,0.003
02:49.604070,0.001
02:49.607980,0.0
02:49.611890,-0.001
02:49.615800,-0.001
02:49.619710,-0.002
02:49.623620,-0.004
02:49.627530,-0.005
02:49.631440,-0.005
02:49.635350,-0.008
02:49.639260,-0.009000000000000001
02:49.643170,-0.011
02:49.647080,-0.014
02:49.650990,-0.016
02:49.654900,-0.016
02:49.658810,-0.016
02:49.662720,-0.015
02:49.666630,-0.016
02:49.670540,-0.017
02:49.674450,-0.016
02:49.678360,-0.016
02:49.682270,-0.018000000000000002
02:49.686180,-0.017
02:49.690090,-0.018000000000000002
02:49.694000,-0.017
02:49.697910,-0.017
02:49.701820,-0.017
02:49.705730,-0.017
02:49.709640,-0.017
02:49.713550,-0.017
02:49.717460,-0.018000000000000002
02:49.721370,-0.015
02:49.725280,-0.011
02:49.729190,-0.004
02:49.733100,0.009000000000000001
02:49.737010,0.03
02:49.740920,0.062
02:49.744830,0.10400000000000001
02:49.748740,0.148
02:49.752650,0.176
02:49.756560,0.17300000000000001
02:49.760470,0.131
02:49.764380,0.067
02:49.768290,-0.004
02:49.772200,-0.057
02:49.776110,-0.074
02:49.780020,-0.068
02:49.783930,-0.055
02:49.787840,-0.041
02:49.791750,-0.034
02:49.795660,-0.03
02:49.799570,-0.027
02:49.803480,-0.024
02:49.807390,-0.021
02:49.811300,-0.018000000000000002
02:49.815210,-0.014
02:49.819120,-0.012
02:49.823030,-0.012
02:49.826940,-0.011
02:49.830850,-0.011
02:49.834760,-0.01
02:49.838670,-0.01
02:49.842580,-0.009000000000000001
02:49.846490,-0.009000000000000001
02:49.850400,-0.008
02:49.854310,-0.008
02:49.858220,-0.007
02:49.862130,-0.005
02:49.866040,-0.005
02:49.869950,-0.005
02:49.873860,-0.004
02:49.877770,-0.002
02:49.881680,-0.001
02:49.885590,0.0
02:49.889500,0.001
02:49.893410,0.002
02:49.897320,0.002
02:49.901230,0.004
02:49.905140,0.006
02:49.909050,0.007
02:49.912960,0.008
02:49.916870,0.01
02:49.920780,0.012
02:49.924690,0.014
02:49.928600,0.016
02:49.932510,0.018000000000000002
02:49.936420,0.02
02:49.940330,0.021
02:49.944240,0.024
02:49.948150,0.028
02:49.952060,0.031
02:49.955970,0.033
02:49.959880,0.036000000000000004
02:49.963790,0.038
02:49.967700,0.04
02:49.971610,0.042
02:49.975520,0.041
02:49.979430,0.041
02:49.983340,0.042
02:49.987250,0.042
02:49.991160,0.042
02:49.995070,0.042
02:49.998980,0.043000000000000003
02:50.002890,0.043000000000000003
02:50.006800,0.042
02:50.010710,0.042
02:50.014620,0.041
02:50.018530,0.04
02:50.022440,0.04
02:50.026350,0.039
02:50.030260,0.037
02:50.034170,0.035
02:50.038080,0.032
02:50.041990,0.029
02:50.045900,0.027
02:50.049810,0.023
02:50.053720,0.019
02:50.057630,0.016
02:50.061540,0.013000000000000001
02:50.065450,0.011
02:50.069360,0.008
02:50.073270,0.005
02:50.077180,0.002
02:50.081090,0.0
02:50.085000,-0.001
02:50.088910,-0.002
02:50.092820,-0.003
02:50.096730,-0.003
02:50.100640,-0.003
02:50.104550,-0.004
02:50.108460,-0.005
02:50.112370,-0.006
02:50.116280,-0.007
02:50.120190,-0.008
02:50.124100,-0.007
02:50.128010,-0.007
02:50.131920,-0.006
02:50.135830,-0.006
02:50.139740,-0.006
02:50.143650,-0.006
02:50.147560,-0.006
02:50.151470,-0.007
02:50.155380,-0.006
02:50.159290,-0.006
02:50.163200,-0.005
02:50.167110,-0.006
02:50.171020,-0.005
02:50.174930,-0.004
02:50.178840,-0.005
02:50.182750,-0.004
02:50.186660,-0.003
02:50.190570,-0.004
02:50.194480,-0.003
02:50.198390,-0.002
02:50.202300,-0.001
02:50.206210,-0.002
02:50.210120,-0.002
02:50.214030,-0.001
02:50.217940,-0.001
02:50.221850,-0.002
02:50.225760,-0.003
02:50.229670,-0.002
02:50.233580,-0.003
02:50.237490,-0.002
02:50.241400,-0.003
02:50.245310,-0.004
02:50.249220,-0.004
02:50.253130,-0.004
02:50.257040,-0.004
02:50.260950,-0.006
02:50.264860,-0.004
02:50.268770,-0.005
02:50.272680,-0.006
02:50.276590,-0.006
02:50.280500,-0.007
02:50.284410,-0.007
02:50.288320,-0.007
02:50.292230,-0.008
02:50.296140,-0.009000000000000001
02:50.300050,-0.009000000000000001
02:50.303960,-0.009000000000000001
02:50.307870,-0.01
02:50.311780,-0.009000000000000001
02:50.315690,-0.009000000000000001
02:50.319600,-0.01
02:50.323510,-0.011
02:50.327420,-0.011
02:50.331330,-0.01
02:50.335240,-0.011
02:50.339150,-0.01
02:50.343060,-0.01
02:50.346970,-0.012
02:50.350880,-0.011
02:50.354790,-0.011
02:50.358700,-0.012
02:50.362610,-0.012
02:50.366520,-0.011
02:50.370430,-0.011
02:50.374340,-0.011
02:50.378250,-0.012
02:50.382160,-0.012
02:50.386070,-0.012
02:50.389980,-0.012
02:50.393890,-0.013000000000000001
02:50.397800,-0.013000000000000001
02:50.401710,-0.013000000000000001
02:50.405620,-0.012
02:50.409530,-0.012
02:50.413440,-0.012
02:50.417350,-0.013000000000000001
02:50.421260,-0.013000000000000001
02:50.425170,-0.013000000000000001
02:50.429080,-0.014
02:50.432990,-0.014
02:50.436900,-0.013000000000000001
02:50.440810,-0.013000000000000001
02:50.444720,-0.012
02:50.448630,-0.01
02:50.452540,-0.008
02:50.456450,-0.008
02:50.460360,-0.007
02:50.464270,-0.007
02:50.468180,-0.007
02:50.472090,-0.006
02:50.476000,-0.004
02:50.479910,-0.003
02:50.483820,-0.003
02:50.487730,-0.002
02:50.491640,0.001
02:50.495550,0.004
02:50.499460,0.003
02:50.503370,0.003
02:50.507280,0.002
02:50.511190,0.001
02:50.515100,0.001
02:50.519010,0.0
02:50.522920,-0.002
02:50.526830,-0.004
02:50.530740,-0.006
02:50.534650,-0.007
02:50.538560,-0.007
02:50.542470,-0.008
02:50.546380,-0.009000000000000001
02:50.550290,-0.012
02:50.554200,-0.015
02:50.558110,-0.015
02:50.562020,-0.016
02:50.565930,-0.017
02:50.569840,-0.017
02:50.573750,-0.017
02:50.577660,-0.017
02:50.581570,-0.017
02:50.585480,-0.017
02:50.589390,-0.018000000000000002
02:50.593300,-0.018000000000000002
02:50.597210,-0.017
02:50.601120,-0.018000000000000002
02:50.605030,-0.018000000000000002
02:50.608940,-0.018000000000000002
02:50.612850,-0.018000000000000002
02:50.616760,-0.017
02:50.620670,-0.018000000000000002
02:50.624580,-0.017
02:50.628490,-0.014
02:50.632400,-0.01
02:50.636310,-0.003
02:50.640220,0.011
02:50.644130,0.033
02:50.648040,0.065
02:50.651950,0.109
02:50.655860,0.154
02:50.659770,0.18
02:50.663680,0.171
02:50.667590,0.125
02:50.671500,0.058
02:50.675410,-0.013000000000000001
02:50.679320,-0.064
02:50.683230,-0.078
02:50.687140,-0.07200000000000001
02:50.691050,-0.058
02:50.694960,-0.044
02:50.698870,-0.036000000000000004
02:50.702780,-0.032
02:50.706690,-0.028
02:50.710600,-0.025
02:50.714510,-0.021
02:50.718420,-0.016
02:50.722330,-0.015
02:50.726240,-0.013000000000000001
02:50.730150,-0.012
02:50.734060,-0.012
02:50.737970,-0.011
02:50.741880,-0.01
02:50.745790,-0.01
02:50.749700,-0.009000000000000001
02:50.753610,-0.009000000000000001
02:50.757520,-0.008
02:50.761430,-0.007
02:50.765340,-0.008
02:50.769250,-0.006
02:50.773160,-0.005
02:50.777070,-0.003
02:50.780980,-0.002
02:50.784890,-0.002
02:50.788800,-0.002
02:50.792710,-0.001
02:50.796620,0.001
02:50.800530,0.001
02:50.804440,0.003
02:50.808350,0.005
02:50.812260,0.005
02:50.816170,0.006
02:50.820080,0.007
02:50.823990,0.009000000000000001
02:50.827900,0.012
02:50.831810,0.015
02:50.835720,0.016
02:50.839630,0.017
02:50.843540,0.02
02:50.847450,0.024
02:50.851360,0.026000000000000002
02:50.855270,0.027
02:50.859180,0.029
02:50.863090,0.031
02:50.867000,0.032
02:50.870910,0.034
02:50.874820,0.037
02:50.878730,0.039
02:50.882640,0.038
02:50.886550,0.038
02:50.890460,0.039
02:50.894370,0.04
02:50.898280,0.042
02:50.902190,0.042
02:50.906100,0.042
02:50.910010,0.042
02:50.913920,0.042
02:50.917830,0.041
02:50.921740,0.04
02:50.925650,0.039
02:50.929560,0.038
02:50.933470,0.037
02:50.937380,0.036000000000000004
02:50.941290,0.033
02:50.945200,0.03
02:50.949110,0.027
02:50.953020,0.026000000000000002
02:50.956930,0.023
02:50.960840,0.02
02:50.964750,0.017
02:50.968660,0.013000000000000001
02:50.972570,0.011
02:50.976480,0.007
02:50.980390,0.005
02:50.984300,0.003
02:50.988210,0.001
02:50.992120,0.0
02:50.996030,-0.002
02:50.999940,-0.003
02:51.003850,-0.004
02:51.007760,-0.006
02:51.011670,-0.006
02:51.015580,-0.006
02:51.019490,-0.006
02:51.023400,-0.007
02:51.027310,-0.008
02:51.031220,-0.008
02:51.035130,-0.007
02:51.039040,-0.008
02:51.042950,-0.009000000000000001
02:51.046860,-0.009000000000000001
02:51.050770,-0.008
02:51.054680,-0.008
02:51.058590,-0.008
02:51.062500,-0.009000000000000001
02:51.066410,-0.007
02:51.070320,-0.006
02:51.074230,-0.006
02:51.078140,-0.006
02:51.082050,-0.006
02:51.085960,-0.005
02:51.089870,-0.004
02:51.093780,-0.005
02:51.097690,-0.005
02:51.101600,-0.004
02:51.105510,-0.004
02:51.109420,-0.005
02:51.113330,-0.005
02:51.117240,-0.004
02:51.121150,-0.004
02:51.125060,-0.005
02:51.128970,-0.005
02:51.132880,-0.005
02:51.136790,-0.005
02:51.140700,-0.005
02:51.144610,-0.006
02:51.148520,-0.006
02:51.152430,-0.006
02:51.156340,-0.006
02:51.160250,-0.007
02:51.164160,-0.008
02:51.168070,-0.008
02:51.171980,-0.008
02:51.175890,-0.008
02:51.179800,-0.008
02:51.183710,-0.009000000000000001
02:51.187620,-0.01
02:51.191530,-0.011
02:51.195440,-0.011
02:51.199350,-0.01
02:51.203260,-0.01
02:51.207170,-0.011
02:51.211080,-0.012
02:51.214990,-0.013000000000000001
02:51.218900,-0.012
02:51.222810,-0.011
02:51.226720,-0.011
02:51.230630,-0.012
02:51.234540,-0.011
02:51.238450,-0.011
02:51.242360,-0.011
02:51.246270,-0.011
02:51.250180,-0.012
02:51.254090,-0.012
02:51.258000,-0.012
02:51.261910,-0.013000000000000001
02:51.265820,-0.012
02:51.269730,-0.013000000000000001
02:51.273640,-0.014
02:51.277550,-0.012
02:51.281460,-0.013000000000000001
02:51.285370,-0.014
02:51.289280,-0.013000000000000001
02:51.293190,-0.013000000000000001
02:51.297100,-0.013000000000000001
02:51.301010,-0.013000000000000001
02:51.304920,-0.013000000000000001
02:51.308830,-0.013000000000000001
02:51.312740,-0.014
02:51.316650,-0.013000000000000001
02:51.320560,-0.012
02:51.324470,-0.013000000000000001
02:51.328380,-0.014
02:51.332290,-0.013000000000000001
02:51.336200,-0.013000000000000001
02:51.340110,-0.013000000000000001
02:51.344020,-0.014
02:51.347930,-0.013000000000000001
02:51.351840,-0.014
02:51.355750,-0.014
02:51.359660,-0.014
02:51.363570,-0.014
02:51.367480,-0.014
02:51.371390,-0.014
02:51.375300,-0.015
02:51.379210,-0.015
02:51.383120,-0.015
02:51.387030,-0.014
02:51.390940,-0.013000000000000001
02:51.394850,-0.013000000000000001
02:51.398760,-0.014
02:51.402670,-0.015
02:51.406580,-0.015
02:51.410490,-0.015
02:51.414400,-0.014
02:51.418310,-0.014
02:51.422220,-0.014
02:51.426130,-0.014
02:51.430040,-0.014
02:51.433950,-0.013000000000000001
02:51.437860,-0.012
02:51.441770,-0.013000000000000001
02:51.445680,-0.014
02:51.449590,-0.014
02:51.453500,-0.014
02:51.457410,-0.014
02:51.461320,-0.013000000000000001
02:51.465230,-0.014
02:51.469140,-0.013000000000000001
02:51.473050,-0.012
02:51.476960,-0.012
02:51.480870,-0.013000000000000001
02:51.484780,-0.012
02:51.488690,-0.012
02:51.492600,-0.011
02:51.496510,-0.011
02:51.500420,-0.012
02:51.504330,-0.012
02:51.508240,-0.013000000000000001
02:51.512150,-0.013000000000000001
02:51.516060,-0.012
02:51.519970,-0.012
02:51.523880,-0.011
02:51.527790,-0.009000000000000001
02:51.531700,-0.008
02:51.535610,-0.004
02:51.539520,0.006
02:51.543430,0.021
02:51.547340,0.043000000000000003
02:51.551250,0.074
02:51.555160,0.109
02:51.559070,0.137
02:51.562980,0.153
02:51.566890,0.164
02:51.570800,0.168
02:51.574710,0.159
02:51.578620,0.137
02:51.582530,0.093
02:51.586440,0.07
02:51.590350,0.048
02:51.594260,0.027
02:51.598170,0.008
02:51.602080,-0.006
02:51.605990,-0.015
02:51.609900,-0.022
02:51.613810,-0.029
02:51.617720,-0.033
02:51.621630,-0.034
02:51.625540,-0.033
02:51.629450,-0.031
02:51.633360,-0.025
02:51.637270,-0.02
02:51.641180,-0.018000000000000002
02:51.645090,-0.017
02:51.649000,-0.016
02:51.652910,-0.016
02:51.656820,-0.016
02:51.660730,-0.015
02:51.664640,-0.016
02:51.668550,-0.017
02:51.672460,-0.016
02:51.676370,-0.015
02:51.680280,-0.014
02:51.684190,-0.015
02:51.688100,-0.015
02:51.692010,-0.013000000000000001
02:51.695920,-0.012
02:51.699830,-0.013000000000000001
02:51.703740,-0.012
02:51.707650,-0.011
02:51.711560,-0.01
02:51.715470,-0.01
02:51.719380,-0.01
02:51.723290,-0.009000000000000001
02:51.727200,-0.008
02:51.731110,-0.007
02:51.735020,-0.006
02:51.738930,-0.005
02:51.742840,-0.005
02:51.746750,-0.005
02:51.750660,-0.004
02:51.754570,-0.002
02:51.758480,0.0
02:51.762390,0.001
02:51.766300,0.001
02:51.770210,0.001
02:51.774120,0.002
02:51.778030,0.003
02:51.781940,0.004
02:51.785850,0.004
02:51.789760,0.006
02:51.793670,0.006
02:51.797580,0.006
02:51.801490,0.006
02:51.805400,0.007
02:51.809310,0.008
02:51.813220,0.009000000000000001
02:51.817130,0.011
02:51.821040,0.012
02:51.824950,0.012
02:51.828860,0.012
02:51.832770,0.014
02:51.836680,0.014
02:51.840590,0.014
02:51.844500,0.016
02:51.848410,0.016
02:51.852320,0.015
02:51.856230,0.015
02:51.860140,0.014
02:51.864050,0.013000000000000001
02:51.867960,0.012
02:51.871870,0.011
02:51.875780,0.01
02:51.879690,0.01
02:51.883600,0.009000000000000001
02:51.887510,0.008
02:51.891420,0.007
02:51.895330,0.004
02:51.899240,0.003
02:51.903150,0.002
02:51.907060,0.001
02:51.910970,0.001
02:51.914880,0.001
02:51.918790,0.001
02:51.922700,0.0
02:51.926610,0.0
02:51.930520,0.0
02:51.934430,0.0
02:51.938340,0.001
02:51.942250,0.001
02:51.946160,0.0
02:51.950070,-0.001
02:51.953980,-0.001
02:51.957890,0.0
02:51.961800,0.0
02:51.965710,0.0
02:51.969620,-0.002
02:51.973530,-0.003
02:51.977440,-0.001
02:51.981350,-0.001
02:51.985260,-0.001
02:51.989170,-0.001
02:51.993080,-0.003
02:51.996990,-0.003
02:52.000900,-0.002
02:52.004810,-0.002
02:52.008720,-0.002
02:52.012630,-0.003
02:52.016540,-0.004
02:52.020450,-0.004
02:52.024360,-0.004
02:52.028270,-0.004
02:52.032180,-0.004
02:52.036090,-0.005
02:52.040000,-0.006
02:52.043910,-0.006
02:52.047820,-0.007
02:52.051730,-0.006
02:52.055640,-0.005
02:52.059550,-0.006
02:52.063460,-0.008
02:52.067370,-0.009000000000000001
02:52.071280,-0.008
02:52.075190,-0.007
02:52.079100,-0.008
02:52.083010,-0.009000000000000001
02:52.086920,-0.008
02:52.090830,-0.008
02:52.094740,-0.007
02:52.098650,-0.008
02:52.102560,-0.009000000000000001
02:52.106470,-0.01
02:52.110380,-0.009000000000000001
02:52.114290,-0.009000000000000001
02:52.118200,-0.01
02:52.122110,-0.01
02:52.126020,-0.01
02:52.129930,-0.011
02:52.133840,-0.011
02:52.137750,-0.01
02:52.141660,-0.01
02:52.145570,-0.01
02:52.149480,-0.01
02:52.153390,-0.011
02:52.157300,-0.011
02:52.161210,-0.009000000000000001
02:52.165120,-0.009000000000000001
02:52.169030,-0.011
02:52.172940,-0.011
02:52.176850,-0.011
02:52.180760,-0.011
02:52.184670,-0.012
02:52.188580,-0.011
02:52.192490,-0.01
02:52.196400,-0.01
02:52.200310,-0.011
02:52.204220,-0.011
02:52.208130,-0.01
02:52.212040,-0.01
02:52.215950,-0.009000000000000001
02:52.219860,-0.009000000000000001
02:52.223770,-0.01
02:52.227680,-0.01
02:52.231590,-0.011
02:52.235500,-0.01
02:52.239410,-0.011
02:52.243320,-0.011
02:52.247230,-0.011
02:52.251140,-0.011
02:52.255050,-0.01
02:52.258960,-0.01
02:52.262870,-0.01
02:52.266780,-0.01
02:52.270690,-0.01
02:52.274600,-0.01
02:52.278510,-0.011
02:52.282420,-0.011
02:52.286330,-0.011
02:52.290240,-0.01
02:52.294150,-0.01
02:52.298060,-0.009000000000000001
02:52.301970,-0.01
02:52.305880,-0.012
02:52.309790,-0.011
02:52.313700,-0.011
02:52.317610,-0.01
02:52.321520,-0.009000000000000001
02:52.325430,-0.008
02:52.329340,-0.009000000000000001
02:52.333250,-0.009000000000000001
02:52.337160,-0.01
02:52.341070,-0.01
02:52.344980,-0.01
02:52.348890,-0.009000000000000001
02:52.352800,-0.009000000000000001
02:52.356710,-0.01
02:52.360620,-0.011
02:52.364530,-0.01
02:52.368440,-0.011
02:52.372350,-0.012
02:52.376260,-0.011
02:52.380170,-0.01
02:52.384080,-0.011
02:52.387990,-0.011
02:52.391900,-0.01
02:52.395810,-0.008
02:52.399720,-0.006
02:52.403630,-0.005
02:52.407540,-0.004
02:52.411450,-0.003
02:52.415360,-0.004
02:52.419270,-0.003
02:52.423180,-0.001
02:52.427090,-0.001
02:52.431000,0.0
02:52.434910,0.001
02:52.438820,0.002
02:52.442730,0.004
02:52.446640,0.005
02:52.450550,0.005
02:52.454460,0.005
02:52.458370,0.005
02:52.462280,0.004
02:52.466190,0.002
02:52.470100,0.002
02:52.474010,0.002
02:52.477920,0.001
02:52.481830,0.0
02:52.485740,-0.002
02:52.489650,-0.003
02:52.493560,-0.003
02:52.497470,-0.006
02:52.501380,-0.009000000000000001
02:52.505290,-0.009000000000000001
02:52.509200,-0.009000000000000001
02:52.513110,-0.01
02:52.517020,-0.01
02:52.520930,-0.01
02:52.524840,-0.01
02:52.528750,-0.011
02:52.532660,-0.012
02:52.536570,-0.012
02:52.540480,-0.012
02:52.544390,-0.012
02:52.548300,-0.012
02:52.552210,-0.01
02:52.556120,-0.011
02:52.560030,-0.01
02:52.563940,-0.011
02:52.567850,-0.012
02:52.571760,-0.012
02:52.575670,-0.009000000000000001
02:52.579580,-0.007
02:52.583490,-0.002
02:52.587400,0.006
02:52.591310,0.024
02:52.595220,0.049
02:52.599130,0.084
02:52.603040,0.123
02:52.606950,0.145
02:52.610860,0.145
02:52.614770,0.117
02:52.618680,0.065
02:52.622590,0.004
02:52.626500,-0.047
02:52.630410,-0.065
02:52.634320,-0.064
02:52.638230,-0.057
02:52.642140,-0.046
02:52.646050,-0.036000000000000004
02:52.649960,-0.029
02:52.653870,-0.025
02:52.657780,-0.021
02:52.661690,-0.017
02:52.665600,-0.014
02:52.669510,-0.007
02:52.673420,-0.006
02:52.677330,-0.006
02:52.681240,-0.005
02:52.685150,-0.004
02:52.689060,-0.005
02:52.692970,-0.004
02:52.696880,-0.003
02:52.700790,-0.003
02:52.704700,-0.002
02:52.708610,-0.001
02:52.712520,-0.001
02:52.716430,0.0
02:52.720340,0.0
02:52.724250,0.0
02:52.728160,0.001
02:52.732070,0.003
02:52.735980,0.005
02:52.739890,0.004
02:52.743800,0.005
02:52.747710,0.006
02:52.751620,0.007
02:52.755530,0.01
02:52.759440,0.01
02:52.763350,0.01
02:52.767260,0.012
02:52.771170,0.014
02:52.775080,0.016
02:52.778990,0.017
02:52.782900,0.018000000000000002
02:52.786810,0.019
02:52.790720,0.021
02:52.794630,0.024
02:52.798540,0.026000000000000002
02:52.802450,0.028
02:52.806360,0.03
02:52.810270,0.031
02:52.814180,0.034
02:52.818090,0.036000000000000004
02:52.822000,0.037
02:52.825910,0.038
02:52.829820,0.039
02:52.833730,0.039
02:52.837640,0.039
02:52.841550,0.04
02:52.845460,0.04
02:52.849370,0.041
02:52.853280,0.041
02:52.857190,0.04
02:52.861100,0.041
02:52.865010,0.04
02:52.868920,0.039
02:52.872830,0.038
02:52.876740,0.037
02:52.880650,0.036000000000000004
02:52.884560,0.036000000000000004
02:52.888470,0.034
02:52.892380,0.032
02:52.896290,0.031
02:52.900200,0.028
02:52.904110,0.026000000000000002
02:52.908020,0.025
02:52.911930,0.022
02:52.915840,0.02
02:52.919750,0.017
02:52.923660,0.015
02:52.927570,0.012
02:52.931480,0.01
02:52.935390,0.008
02:52.939300,0.005
02:52.943210,0.004
02:52.947120,0.003
02:52.951030,0.002
02:52.954940,0.001
02:52.958850,0.001
02:52.962760,0.0
02:52.966670,-0.001
02:52.970580,0.0
02:52.974490,-0.001
02:52.978400,-0.001
02:52.982310,-0.001
02:52.986220,-0.002
02:52.990130,-0.002
02:52.994040,-0.001
02:52.997950,-0.001
02:53.001860,-0.001
02:53.005770,-0.001
02:53.009680,0.0
02:53.013590,0.0
02:53.017500,0.001
02:53.021410,0.001
02:53.025320,0.001
02:53.029230,0.001
02:53.033140,0.001
02:53.037050,0.0
02:53.040960,0.001
02:53.044870,0.001
02:53.048780,0.001
02:53.052690,0.002
02:53.056600,0.002
02:53.060510,0.003
02:53.064420,0.002
02:53.068330,0.001
02:53.072240,0.002
02:53.076150,0.002
02:53.080060,0.003
02:53.083970,0.003
02:53.087880,0.002
02:53.091790,0.002
02:53.095700,0.001
02:53.099610,0.001
02:53.103520,0.002
02:53.107430,0.002
02:53.111340,0.001
02:53.115250,0.001
02:53.119160,0.0
02:53.123070,-0.001
02:53.126980,-0.001
02:53.130890,-0.001
02:53.134800,-0.001
02:53.138710,0.0
02:53.142620,-0.001
02:53.146530,-0.001
02:53.150440,0.004
02:53.154350,0.017
02:53.158260,0.036000000000000004
02:53.162170,0.061
02:53.166080,0.093
02:53.169990,0.124
02:53.173900,0.15
02:53.177810,0.165
02:53.181720,0.17300000000000001
02:53.185630,0.17200000000000001
02:53.189540,0.16
02:53.193450,0.14300000000000002
02:53.197360,0.11900000000000001
02:53.201270,0.09
02:53.205180,0.06
02:53.209090,0.028
02:53.213000,-0.007
02:53.216910,-0.013000000000000001
02:53.220820,-0.018000000000000002
02:53.224730,-0.021
02:53.228640,-0.02
02:53.232550,-0.018000000000000002
02:53.236460,-0.017
02:53.240370,-0.013000000000000001
02:53.244280,-0.009000000000000001
02:53.248190,-0.008
02:53.252100,-0.008
02:53.256010,-0.009000000000000001
02:53.259920,-0.009000000000000001
02:53.263830,-0.008
02:53.267740,-0.009000000000000001
02:53.271650,-0.01
02:53.275560,-0.01
02:53.279470,-0.009000000000000001
02:53.283380,-0.009000000000000001
02:53.287290,-0.007
02:53.291200,-0.005
02:53.295110,-0.005
02:53.299020,-0.004
02:53.302930,-0.002
02:53.306840,0.0
02:53.310750,0.0
02:53.314660,0.002
02:53.318570,0.005
02:53.322480,0.005
02:53.326390,0.006
02:53.330300,0.008
02:53.334210,0.01
02:53.338120,0.01
02:53.342030,0.01
02:53.345940,0.01
02:53.349850,0.01
02:53.353760,0.01
02:53.357670,0.01
02:53.361580,0.01
02:53.365490,0.01
02:53.369400,0.011
02:53.373310,0.011
02:53.377220,0.011
02:53.381130,0.01
02:53.385040,0.01
02:53.388950,0.009000000000000001
02:53.392860,0.007
02:53.396770,0.005
02:53.400680,0.004
02:53.404590,0.003
02:53.408500,0.002
02:53.412410,0.001
02:53.416320,0.002
02:53.420230,0.003
02:53.424140,0.003
02:53.428050,0.002
02:53.431960,0.004
02:53.435870,0.006
02:53.439780,0.006
02:53.443690,0.007
02:53.447600,0.007
02:53.451510,0.006
02:53.455420,0.006
02:53.459330,0.006
02:53.463240,0.006
02:53.467150,0.006
02:53.471060,0.005
02:53.474970,0.003
02:53.478880,0.002
02:53.482790,0.0
02:53.486700,-0.002
02:53.490610,-0.005
02:53.494520,-0.007
02:53.498430,-0.007
02:53.502340,-0.007
02:53.506250,-0.006
02:53.510160,-0.008
02:53.514070,-0.008
02:53.517980,-0.009000000000000001
02:53.521890,-0.009000000000000001
02:53.525800,-0.01
02:53.529710,-0.01
02:53.533620,-0.01
02:53.537530,-0.01
02:53.541440,-0.01
02:53.545350,-0.011
02:53.549260,-0.011
02:53.553170,-0.01
02:53.557080,-0.01
02:53.560990,-0.01
02:53.564900,-0.01
02:53.568810,-0.01
02:53.572720,-0.011
02:53.576630,-0.012
02:53.580540,-0.011
02:53.584450,-0.01
02:53.588360,-0.01
02:53.592270,-0.01
02:53.596180,-0.01
02:53.600090,-0.011
02:53.604000,-0.011
02:53.607910,-0.012
02:53.611820,-0.011
02:53.615730,-0.011
